train/accordion_image_0001.jpg,4.0,5.0,1.0,2.0,11.0,1.0,3.0,7.0,0.0,11.0,0.0,1.0,1.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,2.0,0.0,7.0,1.0,0.0,3.0,0.0,1.0,5.0,2.0,0.0,1.0,5.0,1.0,1.0,3.0,3.0,7.0,0.0,0.0,9.0,2.0,0.0,0.0,3.0
train/accordion_image_0002.jpg,3.0,7.0,1.0,4.0,38.0,0.0,12.0,6.0,9.0,14.0,2.0,3.0,7.0,4.0,2.0,18.0,0.0,4.0,5.0,7.0,1.0,0.0,0.0,8.0,0.0,8.0,5.0,21.0,4.0,13.0,13.0,7.0,2.0,13.0,12.0,1.0,3.0,4.0,1.0,13.0,9.0,5.0,8.0,1.0,3.0,6.0,19.0,3.0,8.0,15.0
train/accordion_image_0003.jpg,1.0,8.0,34.0,1.0,63.0,8.0,3.0,25.0,3.0,12.0,0.0,4.0,2.0,4.0,7.0,31.0,0.0,4.0,2.0,9.0,2.0,17.0,5.0,17.0,0.0,2.0,1.0,10.0,1.0,1.0,27.0,26.0,0.0,4.0,17.0,0.0,0.0,16.0,1.0,19.0,8.0,1.0,9.0,0.0,1.0,32.0,9.0,2.0,5.0,7.0
train/accordion_image_0004.jpg,0.0,1.0,26.0,1.0,15.0,2.0,0.0,18.0,2.0,10.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
train/accordion_image_0005.jpg,12.0,12.0,40.0,10.0,45.0,9.0,11.0,26.0,14.0,24.0,10.0,15.0,6.0,7.0,5.0,14.0,2.0,9.0,26.0,4.0,23.0,7.0,6.0,9.0,12.0,9.0,16.0,26.0,6.0,10.0,12.0,6.0,12.0,8.0,8.0,15.0,2.0,14.0,22.0,0.0,28.0,13.0,8.0,1.0,18.0,10.0,3.0,8.0,17.0,7.0
train/accordion_image_0006.jpg,6.0,4.0,39.0,6.0,14.0,1.0,7.0,32.0,4.0,13.0,1.0,1.0,4.0,5.0,1.0,8.0,5.0,2.0,0.0,7.0,5.0,8.0,0.0,6.0,9.0,5.0,2.0,2.0,4.0,5.0,12.0,10.0,5.0,4.0,13.0,11.0,2.0,13.0,0.0,10.0,16.0,4.0,0.0,2.0,1.0,5.0,2.0,6.0,5.0,3.0
train/accordion_image_0007.jpg,0.0,2.0,29.0,0.0,64.0,1.0,5.0,32.0,6.0,11.0,4.0,0.0,0.0,1.0,0.0,8.0,5.0,0.0,2.0,2.0,3.0,0.0,1.0,3.0,2.0,3.0,0.0,10.0,0.0,8.0,9.0,2.0,6.0,10.0,11.0,1.0,1.0,0.0,0.0,0.0,22.0,2.0,3.0,1.0,0.0,6.0,0.0,2.0,0.0,1.0
train/brain_image_0001.jpg,2.0,0.0,9.0,0.0,69.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,6.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
train/brain_image_0002.jpg,3.0,13.0,5.0,3.0,56.0,8.0,13.0,10.0,1.0,21.0,4.0,13.0,12.0,9.0,2.0,15.0,0.0,10.0,16.0,1.0,7.0,10.0,3.0,7.0,3.0,3.0,3.0,10.0,10.0,8.0,9.0,8.0,3.0,16.0,4.0,0.0,6.0,11.0,7.0,7.0,6.0,8.0,11.0,4.0,8.0,15.0,13.0,2.0,13.0,8.0
train/brain_image_0003.jpg,1.0,1.0,36.0,1.0,28.0,1.0,3.0,26.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,4.0,1.0,0.0,0.0,13.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,6.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,16.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0
